name: Cisco-IOS-XR-fib-common-oper:mpls-forwarding/nodes/node/label-fib/forwarding-details/forwarding-detail
time                     source label_value label_information/outgoing_label label_information/outgoing_physical_interface label_information/tx_bytes
----                     ------ ----------- -------------------------------- --------------------------------------------- --------------------------
2021-03-18T20:13:09.425Z R01    100103      100103                           Gi0/0/0/1                                     2479629
2021-03-18T20:13:09.486Z R01    100103      100103                           Gi0/0/0/1                                     2479629
2021-03-18T20:13:39.42Z  R01    100103      100103                           Gi0/0/0/1                                     2533421
2021-03-18T20:13:39.491Z R01    100103      100103                           Gi0/0/0/1                                     2533421
2021-03-18T20:14:09.454Z R01    100103      100103                           Gi0/0/0/1                                     2590709
2021-03-18T20:14:09.524Z R01    100103      100103                           Gi0/0/0/1                                     2590709
2021-03-18T20:14:39.391Z R01    100103      100103                           Gi0/0/0/1                                     2644501
2021-03-18T20:14:39.46Z  R01    100103      100103                           Gi0/0/0/1                                     2644501
2021-03-18T20:15:09.417Z R01    100103      100103                           Gi0/0/0/1                                     2701789
2021-03-18T20:15:09.496Z R01    100103      100103                           Gi0/0/0/1                                     2701789
2021-03-18T20:15:39.437Z R01    100103      100103                           Gi0/0/0/1                                     2755581
2021-03-18T20:15:39.509Z R01    100103      100103                           Gi0/0/0/1                                     2755581
2021-03-18T20:16:09.495Z R01    100103      100103                           Gi0/0/0/1                                     2812869
2021-03-18T20:16:09.617Z R01    100103      100103                           Gi0/0/0/1                                     2812869
2021-03-18T20:16:39.506Z R01    100103      100103                           Gi0/0/0/1                                     2868509
2021-03-18T20:16:39.593Z R01    100103      100103                           Gi0/0/0/1                                     2868509
2021-03-18T20:17:09.541Z R01    100103      100103                           Gi0/0/0/1                                     2923949
2021-03-18T20:17:09.608Z R01    100103      100103                           Gi0/0/0/1                                     2923949
2021-03-18T20:17:39.449Z R01    100103      100103                           Gi0/0/0/1                                     2979589
2021-03-18T20:17:39.512Z R01    100103      100103                           Gi0/0/0/1                                     2979589
2021-03-18T20:18:09.443Z R01    100103      100103                           Gi0/0/0/1                                     3035029
2021-03-18T20:18:09.501Z R01    100103      100103                           Gi0/0/0/1                                     3035029
2021-03-18T20:18:39.432Z R01    100103      100103                           Gi0/0/0/1                                     3090669
2021-03-18T20:18:39.493Z R01    100103      100103                           Gi0/0/0/1                                     3090669
2021-03-18T20:19:09.428Z R01    100103      100103                           Gi0/0/0/1                                     3138717
2021-03-18T20:19:09.496Z R01    100103      100103                           Gi0/0/0/1                                     3138717
2021-03-18T20:19:39.43Z  R01    100103      100103                           Gi0/0/0/1                                     3201831
2021-03-18T20:19:39.49Z  R01    100103      100103                           Gi0/0/0/1                                     3201831
2021-03-18T20:20:09.452Z R01    100103      100103                           Gi0/0/0/1                                     3248031
2021-03-18T20:20:09.525Z R01    100103      100103                           Gi0/0/0/1                                     3248031
2021-03-18T20:20:39.456Z R01    100103      100103                           Gi0/0/0/1                                     3312911
2021-03-18T20:20:39.552Z R01    100103      100103                           Gi0/0/0/1                                     3312911
2021-03-18T20:21:09.481Z R01    100103      100103                           Gi0/0/0/1                                     3360959
2021-03-18T20:21:09.57Z  R01    100103      100103                           Gi0/0/0/1                                     3360959
2021-03-18T20:21:39.467Z R01    100103      100103                           Gi0/0/0/1                                     3418447
2021-03-18T20:21:39.537Z R01    100103      100103                           Gi0/0/0/1                                     3418447
2021-03-18T20:22:09.568Z R01    100103      100103                           Gi0/0/0/1                                     3472039
2021-03-18T20:22:09.689Z R01    100103      100103                           Gi0/0/0/1                                     3472039
2021-03-18T20:22:39.44Z  R01    100103      100103                           Gi0/0/0/1                                     3527679
2021-03-18T20:22:39.514Z R01    100103      100103                           Gi0/0/0/1                                     3527679
2021-03-18T20:23:09.456Z R01    100103      100103                           Gi0/0/0/1                                     3583119
2021-03-18T20:23:09.528Z R01    100103      100103                           Gi0/0/0/1                                     3583119
2021-03-18T20:23:39.457Z R01    100103      100103                           Gi0/0/0/1                                     3638759
2021-03-18T20:23:39.548Z R01    100103      100103                           Gi0/0/0/1                                     3638759
2021-03-18T20:24:09.458Z R01    100103      100103                           Gi0/0/0/1                                     3694199
2021-03-18T20:24:09.532Z R01    100103      100103                           Gi0/0/0/1                                     3694199
2021-03-18T20:24:39.423Z R01    100103      100103                           Gi0/0/0/1                                     3749898
2021-03-18T20:24:39.5Z   R01    100103      100103                           Gi0/0/0/1                                     3749898
2021-03-18T20:25:09.458Z R01    100103      100103                           Gi0/0/0/1                                     3805338
2021-03-18T20:25:09.533Z R01    100103      100103                           Gi0/0/0/1                                     3805338
2021-03-18T20:25:39.469Z R01    100103      100103                           Gi0/0/0/1                                     3860978
2021-03-18T20:25:39.553Z R01    100103      100103                           Gi0/0/0/1                                     3860978
2021-03-18T20:26:09.444Z R01    100103      100103                           Gi0/0/0/1                                     3916418
2021-03-18T20:26:09.51Z  R01    100103      100103                           Gi0/0/0/1                                     3916418
2021-03-18T20:26:39.49Z  R01    100103      100103                           Gi0/0/0/1                                     3972058
2021-03-18T20:26:39.55Z  R01    100103      100103                           Gi0/0/0/1                                     3972058
2021-03-18T20:27:09.509Z R01    100103      100103                           Gi0/0/0/1                                     4027498
2021-03-18T20:27:09.582Z R01    100103      100103                           Gi0/0/0/1                                     4027498
2021-03-18T20:27:39.526Z R01    100103      100103                           Gi0/0/0/1                                     4083138
2021-03-18T20:27:39.617Z R01    100103      100103                           Gi0/0/0/1                                     4083138
2021-03-18T20:28:09.5Z   R01    100103      100103                           Gi0/0/0/1                                     4140426
2021-03-18T20:28:09.583Z R01    100103      100103                           Gi0/0/0/1                                     4140426
2021-03-18T20:28:39.467Z R01    100103      100103                           Gi0/0/0/1                                     4194218
2021-03-18T20:28:39.529Z R01    100103      100103                           Gi0/0/0/1                                     4194218
2021-03-18T20:29:09.529Z R01    100103      100103                           Gi0/0/0/1                                     4249658
2021-03-18T20:29:09.613Z R01    100103      100103                           Gi0/0/0/1                                     4249658
2021-03-18T20:29:39.541Z R01    100103      100103                           Gi0/0/0/1                                     4305298
2021-03-18T20:29:39.612Z R01    100103      100103                           Gi0/0/0/1                                     4305298
2021-03-18T20:30:09.481Z R01    100103      100103                           Gi0/0/0/1                                     4360738
2021-03-18T20:30:09.555Z R01    100103      100103                           Gi0/0/0/1                                     4360738
2021-03-18T20:30:39.549Z R01    100103      100103                           Gi0/0/0/1                                     4416378
2021-03-18T20:30:39.635Z R01    100103      100103                           Gi0/0/0/1                                     4416378
2021-03-18T20:31:09.528Z R01    100103      100103                           Gi0/0/0/1                                     4471818
2021-03-18T20:31:09.609Z R01    100103      100103                           Gi0/0/0/1                                     4471818
2021-03-18T20:31:39.487Z R01    100103      100103                           Gi0/0/0/1                                     4527458
2021-03-18T20:31:39.54Z  R01    100103      100103                           Gi0/0/0/1                                     4527458
2021-03-18T20:32:09.51Z  R01    100103      100103                           Gi0/0/0/1                                     4582898
2021-03-18T20:32:09.562Z R01    100103      100103                           Gi0/0/0/1                                     4582898
2021-03-18T20:32:39.467Z R01    100103      100103                           Gi0/0/0/1                                     4638538
2021-03-18T20:32:39.539Z R01    100103      100103                           Gi0/0/0/1                                     4638538
2021-03-18T20:33:09.485Z R01    100103      100103                           Gi0/0/0/1                                     4695826
2021-03-18T20:33:09.57Z  R01    100103      100103                           Gi0/0/0/1                                     4695826
2021-03-18T20:33:39.504Z R01    100103      100103                           Gi0/0/0/1                                     4749618
2021-03-18T20:33:39.578Z R01    100103      100103                           Gi0/0/0/1                                     4749618
2021-03-18T20:34:09.497Z R01    100103      100103                           Gi0/0/0/1                                     4806906
2021-03-18T20:34:09.565Z R01    100103      100103                           Gi0/0/0/1                                     4806906
2021-03-18T20:34:39.514Z R01    100103      100103                           Gi0/0/0/1                                     4860698
2021-03-18T20:34:39.587Z R01    100103      100103                           Gi0/0/0/1                                     4860698
2021-03-18T20:35:09.55Z  R01    100103      100103                           Gi0/0/0/1                                     4917986
2021-03-18T20:35:09.645Z R01    100103      100103                           Gi0/0/0/1                                     4917986
2021-03-18T20:35:39.497Z R01    100103      100103                           Gi0/0/0/1                                     4973626
2021-03-18T20:35:39.578Z R01    100103      100103                           Gi0/0/0/1                                     4973626
2021-03-18T20:36:09.522Z R01    100103      100103                           Gi0/0/0/1                                     5027218
2021-03-18T20:36:09.577Z R01    100103      100103                           Gi0/0/0/1                                     5027218
2021-03-18T20:36:39.507Z R01    100103      100103                           Gi0/0/0/1                                     5082858
2021-03-18T20:36:39.569Z R01    100103      100103                           Gi0/0/0/1                                     5082858
2021-03-18T20:37:09.495Z R01    100103      100103                           Gi0/0/0/1                                     5138298
2021-03-18T20:37:09.575Z R01    100103      100103                           Gi0/0/0/1                                     5138298
2021-03-18T20:37:39.492Z R01    100103      100103                           Gi0/0/0/1                                     5193938
2021-03-18T20:37:39.579Z R01    100103      100103                           Gi0/0/0/1                                     5193938
2021-03-18T20:38:09.49Z  R01    100103      100103                           Gi0/0/0/1                                     5249378
2021-03-18T20:38:09.564Z R01    100103      100103                           Gi0/0/0/1                                     5249378
2021-03-18T20:38:39.496Z R01    100103      100103                           Gi0/0/0/1                                     5305058
2021-03-18T20:38:39.57Z  R01    100103      100103                           Gi0/0/0/1                                     5305058
2021-03-18T20:39:09.477Z R01    100103      100103                           Gi0/0/0/1                                     5360498
2021-03-18T20:39:09.541Z R01    100103      100103                           Gi0/0/0/1                                     5360498
2021-03-18T20:39:39.551Z R01    100103      100103                           Gi0/0/0/1                                     5416197
2021-03-18T20:39:39.607Z R01    100103      100103                           Gi0/0/0/1                                     5416197
2021-03-18T20:40:09.495Z R01    100103      100103                           Gi0/0/0/1                                     5471637
2021-03-18T20:40:09.595Z R01    100103      100103                           Gi0/0/0/1                                     5471637
2021-03-18T20:40:39.482Z R01    100103      100103                           Gi0/0/0/1                                     5529125
